ID,CrimeCode,Description,Weapon,Incidents
987,6C,I,OTHER,1
988,3B,O,OTHER,1
989,6D,O,OTHER,1
990,5B,I,OTHER,1
991,5A,I,OTHER,1
992,5A,I,OTHER,1
993,5D,O,OTHER,1
994,4A,I,FIREARM,1
995,6J,O,OTHER,1
996,3B,O,OTHER,1
997,5A,I,OTHER,1
998,3AF,O,FIREARM,1
999,5A,I,OTHER,1
1000,5D,I,OTHER,1
1001,5D,I,OTHER,1
1002,6D,O,OTHER,1
1003,6C,I,OTHER,1
1004,4B,O,KNIFE,1
1005,4C,O,OTHER,1
1006,4B,O,KNIFE,1
1007,6E,I,OTHER,1
1008,4E,I,HANDS,1
1009,5A,I,OTHER,1
1010,7A,O,OTHER,1
1011,3AF,O,FIREARM,1
1012,6E,O,OTHER,1
1013,7A,O,OTHER,1
1014,6C,I,OTHER,1
1015,6D,O,OTHER,1
1016,7A,O,OTHER,1
1017,7A,O,OTHER,1
1018,6H,O,OTHER,1
1019,3AF,O,FIREARM,1
1020,4F,O,OTHER,1
1021,6G,I,OTHER,1
1022,6J,O,OTHER,1
1023,4B,I,KNIFE,1
1024,4E,I,HANDS,1
1025,6C,I,OTHER,1
1026,6D,O,OTHER,1
1027,3AK,O,KNIFE,1
1028,4E,I,HANDS,1
1029,3JF,I,FIREARM,1
1030,7A,O,OTHER,1
1031,6C,I,OTHER,1
1032,3AF,I,FIREARM,1
1033,6D,O,OTHER,1
1034,5A,I,OTHER,1
1035,7A,O,OTHER,1
1036,6D,O,OTHER,1
1037,4C,O,OTHER,1
1038,5B,I,OTHER,1
1039,4C,I,OTHER,1
1040,6D,O,OTHER,1
1041,7A,O,OTHER,1
1042,4A,O,FIREARM,1
1043,6C,I,OTHER,1
1044,5D,I,OTHER,1
1045,4C,I,OTHER,1
1046,6D,O,OTHER,1
1047,6D,O,OTHER,1
1048,7A,O,OTHER,1
1049,6D,O,OTHER,1
1050,6D,O,OTHER,1
1051,4C,O,OTHER,1
1052,4D,O,HANDS,1
1053,5D,O,OTHER,1
1054,3B,I,OTHER,1
1055,3B,O,OTHER,1
1056,7A,O,OTHER,1
1057,3AF,O,FIREARM,1
1058,3AF,O,FIREARM,1
1059,4C,I,OTHER,1
1060,5A,I,OTHER,1
1061,5A,I,OTHER,1
1062,6D,O,OTHER,1
1063,4E,O,HANDS,1
1064,6D,O,OTHER,1
1065,4E,I,HANDS,1
1066,4E,I,HANDS,1
1067,4E,I,HANDS,1
1068,4A,O,FIREARM,1
1069,5D,I,OTHER,1
1070,1F,O,FIREARM,1
1071,4B,O,KNIFE,1
1072,4E,O,HANDS,1
1073,6J,O,OTHER,1
1074,7A,O,OTHER,1
1075,7A,O,OTHER,1
1076,5A,I,OTHER,1
1077,6D,O,OTHER,1
1078,6J,O,OTHER,1
1079,4C,I,OTHER,1
1080,8CV,I,OTHER,1
1081,6G,I,OTHER,1
1082,4E,O,HANDS,1
1083,4F,I,OTHER,1
1084,4E,O,HANDS,1
1085,6C,I,OTHER,1
1086,4E,O,HANDS,1
1087,6C,I,OTHER,1
1088,7A,O,OTHER,1
1089,6D,O,OTHER,1
1090,5D,I,OTHER,1
1091,4E,O,HANDS,1
1092,4E,O,HANDS,1
1093,4E,O,HANDS,1
1094,5D,I,OTHER,1
1095,6J,O,OTHER,1
1096,5B,I,OTHER,1
1097,4E,O,HANDS,1
1098,4A,O,FIREARM,1
1099,6E,O,OTHER,1
1100,4A,I,FIREARM,1
1101,4C,I,OTHER,1
1102,6D,O,OTHER,1
1103,5D,I,OTHER,1
1104,4B,O,KNIFE,1
1105,7A,O,OTHER,1
1106,6D,O,OTHER,1
1107,6C,I,OTHER,1
1108,4E,O,HANDS,1
1109,4E,O,HANDS,1
1110,4D,O,HANDS,1
1111,3AF,O,FIREARM,1
1112,6D,O,OTHER,1
1113,5A,I,OTHER,1
1114,7A,O,OTHER,1
1115,5A,I,OTHER,1
1116,6J,O,OTHER,1
1117,5A,I,OTHER,1
1118,4E,I,HANDS,1
1119,5A,I,OTHER,1
1120,6D,O,OTHER,1
1121,4D,I,HANDS,1
1122,5A,I,OTHER,1
1123,5B,I,OTHER,1
1124,6E,O,OTHER,1
1125,6G,I,OTHER,1
1126,5A,I,OTHER,1
1127,3B,O,OTHER,1
1128,6D,O,OTHER,1
1129,6E,O,OTHER,1
1130,6D,O,OTHER,1
1131,3JK,I,KNIFE,1
1132,3CO,O,OTHER,1
1133,5A,O,OTHER,1
1134,6J,O,OTHER,1
1135,1F,O,FIREARM,1
1136,4C,I,OTHER,1
1137,6G,I,OTHER,1
1138,6C,I,OTHER,1
1139,4E,I,HANDS,1
1140,6D,O,OTHER,1
1141,6D,O,OTHER,1
1142,5B,I,OTHER,1
1143,6J,I,OTHER,1
1144,6D,O,OTHER,1
1145,6F,I,OTHER,1
1146,5D,I,OTHER,1
1147,4E,I,HANDS,1
1148,5E,O,OTHER,1
1149,6D,O,OTHER,1
1150,6D,O,OTHER,1
1151,4E,I,HANDS,1
1152,6E,O,OTHER,1
1153,5A,I,OTHER,1
1154,7A,I,OTHER,1
1155,6D,O,OTHER,1
1156,6D,O,OTHER,1
1157,6G,I,OTHER,1
1158,3CF,O,FIREARM,1
1159,4E,O,HANDS,1
1160,4E,O,HANDS,1
1161,4E,O,HANDS,1
1162,4E,O,HANDS,1
1163,6D,O,OTHER,1
1164,5E,I,OTHER,1
1165,7A,O,OTHER,1
1166,3K,I,OTHER,1
1167,6J,O,OTHER,1
1168,6E,O,OTHER,1
1169,3B,O,OTHER,1
1170,3D,I,OTHER,1
1171,6E,O,OTHER,1
1172,7C,I,OTHER,1
1173,5B,I,OTHER,1
1174,4F,O,OTHER,1
1175,4C,I,OTHER,1
1176,6D,O,OTHER,1
1177,6E,O,OTHER,1
1178,5A,I,OTHER,1
1179,4E,O,HANDS,1
1180,5C,I,OTHER,1
1181,7C,O,OTHER,1
1182,4E,I,HANDS,1
1183,5C,I,OTHER,1
1184,4E,O,HANDS,1
1185,4E,I,HANDS,1
1186,6C,I,OTHER,1
1187,4E,I,HANDS,1
1188,4E,I,HANDS,1
1189,5A,I,OTHER,1
1190,6J,I,OTHER,1
1191,4E,I,HANDS,1
1192,7A,O,OTHER,1
1193,4A,O,FIREARM,1
1194,6D,O,OTHER,1
1195,6E,O,OTHER,1
1196,4B,I,KNIFE,1
1197,4B,I,KNIFE,1
1198,4E,O,HANDS,1
1199,1F,O,FIREARM,1
1200,4F,I,OTHER,1
1201,6G,I,OTHER,1
1202,3NO,I,OTHER,1
1203,4D,I,HANDS,1
1204,6D,O,OTHER,1
1205,4A,O,FIREARM,1
1206,6D,O,OTHER,1
1207,5D,I,OTHER,1
1208,6J,O,OTHER,1
1209,9S,O,FIREARM,1
1210,5A,I,OTHER,1
1211,6D,O,OTHER,1
1212,3B,O,OTHER,1
1213,4E,O,HANDS,1
1214,7A,O,OTHER,1
1215,5D,I,OTHER,1
1216,3GF,I,FIREARM,1
1217,5A,I,OTHER,1
1218,6J,O,OTHER,1
1219,4E,O,HANDS,1
1220,4C,I,OTHER,1
1221,6D,O,OTHER,1
1222,6C,I,OTHER,1
1223,7A,O,OTHER,1
1224,5A,I,OTHER,1
1225,6E,O,OTHER,1
1226,5A,I,OTHER,1
1227,5A,I,OTHER,1
1228,3B,I,OTHER,1
1229,5A,I,OTHER,1
1230,5A,I,OTHER,1
1231,5A,I,OTHER,1
1232,5C,I,OTHER,1
1233,4E,I,HANDS,1
1234,4D,I,HANDS,1
1235,6A,O,OTHER,1
1236,5F,I,OTHER,1
1237,6G,I,OTHER,1
1238,6D,O,OTHER,1
1239,4D,I,HANDS,1
1240,5B,I,OTHER,1
1241,5A,I,OTHER,1
1242,9S,O,FIREARM,1
1243,6J,I,OTHER,1
1244,5B,I,OTHER,1
1245,4B,I,KNIFE,1
1246,4C,I,OTHER,1
1247,4E,O,HANDS,1
1248,6C,I,OTHER,1
1249,5B,I,OTHER,1
1250,3CK,I,KNIFE,1
1251,7A,O,OTHER,1
1252,6G,I,OTHER,1
1253,6J,I,OTHER,1
1254,6G,I,OTHER,1
1255,3CF,I,FIREARM,1
1256,5A,I,OTHER,1
1257,5A,I,OTHER,1
1258,4C,I,OTHER,1
1259,4C,I,OTHER,1
1260,6J,I,OTHER,1
1261,6C,I,OTHER,1
1262,4E,I,HANDS,1
1263,3B,O,OTHER,1
1264,6F,O,OTHER,1
1265,6J,O,OTHER,1
1266,4D,I,HANDS,1
1267,4B,I,KNIFE,1
1268,5A,I,OTHER,1
1269,4E,I,HANDS,1
1270,6J,O,OTHER,1
1271,6G,O,OTHER,1
1272,5B,I,OTHER,1
1273,4B,O,KNIFE,1
1274,4C,O,OTHER,1
1275,3B,O,OTHER,1
1276,4C,O,OTHER,1
1277,4C,O,OTHER,1
1278,5D,I,OTHER,1
1279,4E,I,HANDS,1
1280,6J,O,OTHER,1
1281,6D,I,OTHER,1
1282,4A,O,FIREARM,1
1283,6D,O,OTHER,1
1284,4E,O,HANDS,1
1285,7A,O,OTHER,1
1286,6D,O,OTHER,1
1287,6E,O,OTHER,1
1288,3AO,O,OTHER,1
1289,6D,O,OTHER,1
1290,5A,I,OTHER,1
1291,5A,I,OTHER,1
1292,3AF,O,FIREARM,1
1293,4E,O,HANDS,1
1294,6J,I,OTHER,1
1295,6D,O,OTHER,1
1296,4A,O,FIREARM,1
1297,7A,O,OTHER,1
1298,9S,O,FIREARM,1
1299,1F,O,FIREARM,1
1300,3AK,O,KNIFE,1
1301,6F,O,OTHER,1
1302,3AO,O,OTHER,1
1303,6E,O,OTHER,1
1304,6E,O,OTHER,1
1305,6D,O,OTHER,1
1306,7A,O,OTHER,1
1307,5A,I,OTHER,1
1308,6E,O,OTHER,1
1309,4E,O,HANDS,1
1310,6E,O,OTHER,1
1311,4C,O,OTHER,1
1312,6E,O,OTHER,1
1313,5A,I,OTHER,1
1314,6D,O,OTHER,1
1315,6J,I,OTHER,1
1316,6D,O,OTHER,1
1317,6G,I,OTHER,1
1318,4D,O,HANDS,1
1319,4C,O,OTHER,1
1320,4C,O,OTHER,1
1321,6D,O,OTHER,1
1322,6G,I,OTHER,1
1323,5B,I,OTHER,1
1324,6D,O,OTHER,1
1325,4E,O,HANDS,1
1326,7A,O,OTHER,1
1327,6D,O,OTHER,1
1328,6D,O,OTHER,1
1329,4A,O,FIREARM,1
1330,5A,I,OTHER,1
1331,1F,O,FIREARM,1
1332,9S,O,FIREARM,1
1333,6J,I,OTHER,1
1334,6D,O,OTHER,1
1335,4A,I,FIREARM,1
1336,9S,O,FIREARM,1
1337,5E,I,OTHER,1
1338,5E,I,OTHER,1
1339,4E,I,HANDS,1
1340,6C,I,OTHER,1
1341,3CF,I,FIREARM,1
1342,6D,O,OTHER,1
1343,4C,I,OTHER,1
1344,6G,I,OTHER,1
1345,6D,O,OTHER,1
1346,7A,O,OTHER,1
1347,3AK,O,KNIFE,1
1348,3AF,O,FIREARM,1
1349,4E,O,HANDS,1
1350,6J,I,OTHER,1
1351,4B,O,KNIFE,1
1352,7A,O,OTHER,1
1353,6D,O,OTHER,1
1354,6C,I,OTHER,1
1355,3AK,O,KNIFE,1
1356,5A,I,OTHER,1
1357,7A,O,OTHER,1
1358,7A,O,OTHER,1
1359,3GK,O,KNIFE,1
1360,3B,O,OTHER,1
1361,5A,I,OTHER,1
1362,7A,O,OTHER,1
1363,6E,O,OTHER,1
1364,4C,I,OTHER,1
1365,7C,O,OTHER,1
1366,5A,I,OTHER,1
1367,6D,O,OTHER,1
1368,4E,O,HANDS,1
1369,6D,I,OTHER,1
1370,5A,I,OTHER,1
1371,5A,I,OTHER,1
1372,6D,O,OTHER,1
1373,6D,I,OTHER,1
1374,6B,I,OTHER,1
1375,6J,O,OTHER,1
1376,6D,O,OTHER,1
1377,6C,I,OTHER,1
1378,4C,O,OTHER,1
1379,6J,O,OTHER,1
1380,4E,I,HANDS,1
1381,7A,O,OTHER,1
1382,5A,I,OTHER,1
1383,6D,O,OTHER,1
1384,7C,O,OTHER,1
1385,4E,I,HANDS,1
1386,5B,I,OTHER,1
1387,3CF,I,FIREARM,1
1388,6D,O,OTHER,1
1389,7A,O,OTHER,1
1390,3BJ,O,OTHER,1
1391,4E,O,HANDS,1
1392,5D,I,OTHER,1
1393,7A,I,OTHER,1
1394,3AJF,O,FIREARM,1
1395,4A,O,FIREARM,1
1396,4B,I,KNIFE,1
1397,9S,O,FIREARM,1
1398,7A,O,OTHER,1
1399,7A,O,OTHER,1
1400,6J,O,OTHER,1
1401,3AJF,O,FIREARM,1
1402,4E,I,HANDS,1
1403,4E,I,HANDS,1
1404,6E,O,OTHER,1
1405,6J,O,OTHER,1
1406,7A,I,OTHER,1
1407,6C,I,OTHER,1
1408,5B,I,OTHER,1
1409,4C,O,OTHER,1
1410,5A,I,OTHER,1
1411,6C,I,OTHER,1
1412,6E,I,OTHER,1
1413,5C,I,OTHER,1
1414,4A,I,FIREARM,1
1415,6E,O,OTHER,1
1416,4A,I,FIREARM,1
1417,6C,I,OTHER,1
1418,5D,O,OTHER,1
1419,7C,O,OTHER,1
1420,9S,I,FIREARM,1
1421,9S,I,FIREARM,1
1422,5A,I,OTHER,1
1423,4E,O,HANDS,1
1424,4E,I,HANDS,1
1425,6C,I,OTHER,1
1426,4E,I,HANDS,1
1427,4E,I,HANDS,1
1428,5A,I,OTHER,1
1429,4E,O,HANDS,1
1430,6D,O,OTHER,1
1431,4F,O,OTHER,1
1432,3AF,O,FIREARM,1
1433,4B,O,KNIFE,1
1434,6D,O,OTHER,1
1435,5D,O,OTHER,1
1436,4A,O,FIREARM,1
1437,9S,O,FIREARM,1
1438,7C,O,OTHER,1
1439,4D,I,HANDS,1
1440,6G,I,OTHER,1
1441,4B,O,KNIFE,1
1442,4E,I,HANDS,1
1443,7A,O,OTHER,1
1444,6E,O,OTHER,1
1445,6G,I,OTHER,1
1446,4C,I,OTHER,1
1447,6D,O,OTHER,1
1448,4C,I,OTHER,1
1449,7A,I,OTHER,1
1450,6J,O,OTHER,1
1451,5D,I,OTHER,1
1452,6J,O,OTHER,1
1453,6D,O,OTHER,1
1454,7A,O,OTHER,1
1455,4E,I,HANDS,1
1456,4B,I,KNIFE,1
1457,5D,I,OTHER,1
1458,5A,I,OTHER,1
1459,4E,O,HANDS,1
1460,7A,O,OTHER,1
1461,7A,O,OTHER,1
1462,7C,I,OTHER,1
1463,4B,I,KNIFE,1
1464,4D,I,HANDS,1
1465,6G,I,OTHER,1
1466,7A,O,OTHER,1
1467,4E,I,HANDS,1
1468,5A,I,OTHER,1
1469,5A,I,OTHER,1
1470,4E,I,HANDS,1
1471,3AF,O,FIREARM,1
1472,3AF,O,FIREARM,1
1473,6J,I,OTHER,1
1474,4E,O,HANDS,1
1475,6J,O,OTHER,1
1476,6D,O,OTHER,1
1477,6D,O,OTHER,1
1478,4C,I,OTHER,1
1479,4C,I,OTHER,1
1480,4D,I,HANDS,1
1481,4E,I,HANDS,1
1482,3CF,I,FIREARM,1
1483,5A,I,OTHER,1
1484,7A,O,OTHER,1
1485,5A,I,OTHER,1
1486,7A,O,OTHER,1
1487,4E,O,HANDS,1
1488,4C,O,OTHER,1
1489,7A,O,OTHER,1
1490,6J,O,OTHER,1
1491,3CF,I,FIREARM,1
1492,5D,I,OTHER,1
1493,3CF,I,FIREARM,1
1494,4F,I,OTHER,1
1495,3AF,O,FIREARM,1
1496,8H,O,OTHER,1
1497,3K,I,OTHER,1
1498,4E,I,HANDS,1
1499,4A,O,FIREARM,1
1500,1F,O,FIREARM,1
1501,1F,O,FIREARM,1
1502,6D,O,OTHER,1
1503,7A,O,OTHER,1
1504,6D,I,OTHER,1
1505,6E,O,OTHER,1
1506,7A,O,OTHER,1
1507,6D,O,OTHER,1
1508,5A,I,OTHER,1
1509,4E,I,HANDS,1
1510,5A,I,OTHER,1
1511,6G,I,OTHER,1
1512,4E,I,HANDS,1
1513,7A,O,OTHER,1
1514,5A,I,OTHER,1
1515,5A,I,OTHER,1
1516,5A,I,OTHER,1
1517,6D,O,OTHER,1
1518,6C,I,OTHER,1
1519,4E,I,HANDS,1
1520,6E,O,OTHER,1
1521,5A,I,OTHER,1
1522,5D,O,OTHER,1
1523,6E,O,OTHER,1
1524,6D,O,OTHER,1
1525,6E,O,OTHER,1
1526,6E,O,OTHER,1
1527,6J,O,OTHER,1
1528,7A,O,OTHER,1
1529,6D,O,OTHER,1
1530,5A,I,OTHER,1
1531,6J,I,OTHER,1
1532,5A,I,OTHER,1
1533,4F,I,OTHER,1
1534,6G,I,OTHER,1
1535,5D,I,OTHER,1
1536,6D,I,OTHER,1
1537,6D,O,OTHER,1
1538,4E,O,HANDS,1
1539,5A,I,OTHER,1
1540,6F,O,OTHER,1
1541,6J,O,OTHER,1
1542,6D,O,OTHER,1
1543,5A,I,OTHER,1
1544,4C,I,OTHER,1
1545,5A,I,OTHER,1
1546,6E,O,OTHER,1
1547,4E,I,HANDS,1
1548,6J,I,OTHER,1
1549,3CK,I,KNIFE,1
1550,6A,I,OTHER,1
1551,4C,I,OTHER,1
1552,6J,I,OTHER,1
1553,6J,O,OTHER,1
1554,5A,I,OTHER,1
1555,5B,I,OTHER,1
1556,6C,I,OTHER,1
1557,5B,I,OTHER,1
1558,4B,I,KNIFE,1
1559,6C,I,OTHER,1
1560,5A,I,OTHER,1
1561,3AK,O,KNIFE,1
1562,6C,I,OTHER,1
1563,7A,O,OTHER,1
1564,6D,O,OTHER,1
1565,6D,O,OTHER,1
1566,4C,O,OTHER,1
1567,4E,I,HANDS,1
1568,6G,I,OTHER,1
1569,7A,O,OTHER,1
1570,4E,I,HANDS,1
1571,6D,O,OTHER,1
1572,5A,I,OTHER,1
1573,3AF,O,FIREARM,1
1574,4C,I,OTHER,1
1575,4C,I,OTHER,1
1576,5A,I,OTHER,1
1577,6E,O,OTHER,1
1578,6E,O,OTHER,1
1579,4E,O,HANDS,1
1580,4E,O,HANDS,1
1581,6D,O,OTHER,1
1582,2A,I,OTHER,1
1583,6D,O,OTHER,1
1584,4A,O,FIREARM,1
1585,4E,I,HANDS,1
1586,4E,I,HANDS,1
1587,7A,O,OTHER,1
1588,3CO,I,OTHER,1
1589,6F,O,OTHER,1
1590,6D,O,OTHER,1
1591,6D,O,OTHER,1
1592,9S,O,FIREARM,1
1593,5D,I,OTHER,1
1594,7C,O,OTHER,1
1595,4C,I,OTHER,1
1596,5D,I,OTHER,1
1597,4E,O,HANDS,1
1598,5F,I,OTHER,1
1599,7A,O,OTHER,1
1600,7A,O,OTHER,1
1601,7A,O,OTHER,1
1602,3CO,O,OTHER,1
1603,3AJF,O,FIREARM,1
1604,6D,O,OTHER,1
1605,3CF,I,FIREARM,1
1606,3B,O,OTHER,1
1607,6D,O,OTHER,1
1608,6C,I,OTHER,1
1609,3AK,O,KNIFE,1
1610,7A,O,OTHER,1
1611,5A,I,OTHER,1
1612,6J,O,OTHER,1
1613,6D,O,OTHER,1
1614,7A,O,OTHER,1
1615,4E,O,HANDS,1
1616,3B,O,OTHER,1
1617,6G,I,OTHER,1
1618,4A,O,FIREARM,1
1619,3AF,O,FIREARM,1
1620,3AF,O,FIREARM,1
1621,3AF,O,FIREARM,1
1622,3B,O,OTHER,1
1623,3K,I,OTHER,1
1624,6D,O,OTHER,1
1625,6D,O,OTHER,1
1626,7A,O,OTHER,1
1627,7A,O,OTHER,1
1628,4E,O,HANDS,1
1629,4E,I,HANDS,1
1630,6D,O,OTHER,1
1631,9S,O,FIREARM,1
1632,5D,I,OTHER,1
1633,5D,I,OTHER,1
1634,5D,I,OTHER,1
1635,5D,I,OTHER,1
1636,5D,I,OTHER,1
1637,5D,I,OTHER,1
1638,5D,I,OTHER,1
1639,6D,O,OTHER,1
1640,5E,I,OTHER,1
1641,4E,O,HANDS,1
1642,4E,O,HANDS,1
1643,4E,I,HANDS,1
1644,4B,I,KNIFE,1
1645,4A,O,FIREARM,1
1646,9S,O,FIREARM,1
1647,7A,O,OTHER,1
1648,4E,O,HANDS,1
1649,3AO,O,OTHER,1
1650,4E,I,HANDS,1
1651,4E,O,HANDS,1
1652,4E,I,HANDS,1
1653,4E,I,HANDS,1
1654,7A,I,OTHER,1
1655,4E,O,HANDS,1
1656,5D,I,OTHER,1
1657,5D,I,OTHER,1
1658,5D,I,OTHER,1
1659,5D,I,OTHER,1
1660,5D,I,OTHER,1
1661,5D,I,OTHER,1
1662,5D,I,OTHER,1
1663,5D,I,OTHER,1
1664,5D,I,OTHER,1
1665,5D,I,OTHER,1
1666,5D,I,OTHER,1
1667,5D,I,OTHER,1
1668,5D,I,OTHER,1
1669,5D,I,OTHER,1
1670,5D,I,OTHER,1
1671,5D,I,OTHER,1
1672,5D,I,OTHER,1
1673,5D,I,OTHER,1
1674,5D,I,OTHER,1
1675,5D,I,OTHER,1
1676,5D,I,OTHER,1
1677,5D,I,OTHER,1
1678,5D,I,OTHER,1
1679,5D,I,OTHER,1
1680,5D,I,OTHER,1
1681,5D,I,OTHER,1
1682,5D,I,OTHER,1
1683,5D,I,OTHER,1
1684,5D,I,OTHER,1
1685,5D,I,OTHER,1
1686,5D,I,OTHER,1
1687,5D,I,OTHER,1
1688,5D,I,OTHER,1
1689,7A,O,OTHER,1
1690,5B,I,OTHER,1
1691,6E,O,OTHER,1
1692,4E,I,HANDS,1
1693,7A,O,OTHER,1
1694,4E,O,HANDS,1
1695,5D,O,OTHER,1
1696,4F,I,OTHER,1
1697,3B,O,OTHER,1
1698,6D,O,OTHER,1
1699,7A,O,OTHER,1
1700,5A,I,OTHER,1
1701,8GV,I,OTHER,1
1702,5D,I,OTHER,1
1703,5D,I,OTHER,1
1704,5D,I,OTHER,1
1705,5D,I,OTHER,1
1706,5D,I,OTHER,1
1707,5D,I,OTHER,1
1708,5D,I,OTHER,1
1709,5D,I,OTHER,1
1710,5D,I,OTHER,1
1711,5D,I,OTHER,1
1712,5D,I,OTHER,1
1713,5D,I,OTHER,1
1714,5D,I,OTHER,1
1715,5D,I,OTHER,1
1716,5D,I,OTHER,1
1717,5D,I,OTHER,1
1718,5D,I,OTHER,1
1719,5D,I,OTHER,1
1720,5D,I,OTHER,1
1721,5D,I,OTHER,1
1722,5D,I,OTHER,1
1723,5D,I,OTHER,1
1724,5D,I,OTHER,1
1725,5D,I,OTHER,1
1726,5D,I,OTHER,1
1727,5D,I,OTHER,1
1728,5D,I,OTHER,1
1729,5D,I,OTHER,1
1730,5D,I,OTHER,1
1731,5D,I,OTHER,1
1732,5D,I,OTHER,1
1733,5D,I,OTHER,1
1734,5D,I,OTHER,1
1735,5D,I,OTHER,1
1736,5D,I,OTHER,1
1737,5D,I,OTHER,1
1738,5D,I,OTHER,1
1739,5D,I,OTHER,1
1740,5D,I,OTHER,1
1741,5D,I,OTHER,1
1742,5D,I,OTHER,1
1743,5D,I,OTHER,1
1744,5D,I,OTHER,1
1745,5D,I,OTHER,1
1746,5D,I,OTHER,1
1747,5D,I,OTHER,1
1748,5D,I,OTHER,1
1749,5D,I,OTHER,1
1750,5D,I,OTHER,1
1751,5D,I,OTHER,1
1752,5D,I,OTHER,1
1753,5D,I,OTHER,1
1754,5D,I,OTHER,1
1755,5D,I,OTHER,1
1756,5D,I,OTHER,1
1757,5D,I,OTHER,1
1758,5D,I,OTHER,1
1759,5D,I,OTHER,1
1760,5D,I,OTHER,1
1761,5D,I,OTHER,1
1762,5D,I,OTHER,1
1763,5D,I,OTHER,1
1764,5D,I,OTHER,1
1765,5D,I,OTHER,1
1766,5D,I,OTHER,1
1767,5D,I,OTHER,1
1768,5D,I,OTHER,1
1769,5D,I,OTHER,1
1770,5D,I,OTHER,1
1771,5D,I,OTHER,1
1772,5D,I,OTHER,1
1773,5D,I,OTHER,1
1774,5D,I,OTHER,1
1775,5D,I,OTHER,1
1776,5D,I,OTHER,1
1777,5D,I,OTHER,1
1778,5D,I,OTHER,1
1779,5D,I,OTHER,1
1780,5D,I,OTHER,1
1781,5D,I,OTHER,1
1782,5D,I,OTHER,1
1783,5D,I,OTHER,1
1784,5D,I,OTHER,1
1785,5D,I,OTHER,1
1786,5D,I,OTHER,1
1787,5D,I,OTHER,1
1788,5D,I,OTHER,1
1789,5D,I,OTHER,1
1790,5D,I,OTHER,1
1791,5B,I,OTHER,1
1792,6D,O,OTHER,1
1793,4E,O,HANDS,1
1794,6E,O,OTHER,1
1795,3K,I,OTHER,1
1796,6J,O,OTHER,1
1797,5B,I,OTHER,1
1798,5D,I,OTHER,1
1799,4E,I,HANDS,1
1800,4B,O,KNIFE,1
1801,7A,O,OTHER,1
1802,4E,I,HANDS,1
1803,5B,I,OTHER,1
1804,3AO,O,OTHER,1
1805,6C,I,OTHER,1
1806,6J,I,OTHER,1
1807,4E,I,HANDS,1
1808,7A,O,OTHER,1
1809,4D,O,HANDS,1
1810,5B,I,OTHER,1
1811,6D,O,OTHER,1
1812,6G,I,OTHER,1
1813,8BO,I,OTHER,1
1814,4E,I,HANDS,1
1815,4E,I,HANDS,1
1816,6J,O,OTHER,1
1817,7A,O,OTHER,1
1818,6J,O,OTHER,1
1819,6G,I,OTHER,1
1820,6C,I,OTHER,1
1821,4E,O,HANDS,1
1822,4B,I,KNIFE,1
1823,4C,I,OTHER,1
1824,6G,I,OTHER,1
1825,6D,O,OTHER,1
1826,7A,O,OTHER,1
1827,3AK,O,KNIFE,1
1828,6D,O,OTHER,1
1829,7A,O,OTHER,1
1830,3B,O,OTHER,1
1831,2A,O,OTHER,1
1832,5F,I,OTHER,1
1833,6D,O,OTHER,1
1834,6G,I,OTHER,1
1835,4E,I,HANDS,1
1836,4B,I,KNIFE,1
1837,6D,O,OTHER,1
1838,4E,I,HANDS,1
1839,4E,O,HANDS,1
1840,3D,I,OTHER,1
1841,6D,O,OTHER,1
1842,6C,I,OTHER,1
1843,5A,I,OTHER,1
1844,4B,I,KNIFE,1
1845,6D,O,OTHER,1
1846,6D,O,OTHER,1
1847,6D,O,OTHER,1
1848,4E,O,HANDS,1
1849,3D,I,OTHER,1
1850,7A,O,OTHER,1
1851,6D,O,OTHER,1
1852,4E,O,HANDS,1
1853,6C,I,OTHER,1
1854,5A,I,OTHER,1
1855,5A,I,OTHER,1
1856,5B,I,OTHER,1
1857,7A,O,OTHER,1
1858,6E,O,OTHER,1
1859,4B,O,KNIFE,1
1860,6D,O,OTHER,1
1861,5A,I,OTHER,1
1862,3B,O,OTHER,1
1863,3B,O,OTHER,1
1864,6D,O,OTHER,1
1865,4E,O,HANDS,1
1866,6D,O,OTHER,1
1867,4A,O,FIREARM,1
1868,6D,O,OTHER,1
1869,6E,O,OTHER,1
1870,6D,O,OTHER,1
1871,6D,O,OTHER,1
1872,5A,I,OTHER,1
1873,3AJF,O,FIREARM,1
1874,7A,O,OTHER,1
1875,4E,O,HANDS,1
1876,3AF,O,FIREARM,1
1877,3AF,O,FIREARM,1
1878,9S,O,FIREARM,1
1879,7A,O,OTHER,1
1880,4E,O,HANDS,1
1881,6G,I,OTHER,1
1882,6G,I,OTHER,1
1883,6A,I,OTHER,1
1884,6C,I,OTHER,1
1885,6F,O,OTHER,1
1886,3GF,I,FIREARM,1
1887,4E,I,HANDS,1
1888,4E,O,HANDS,1
1889,4B,O,KNIFE,1
1890,4E,I,HANDS,1
1891,5A,I,OTHER,1
1892,6D,O,OTHER,1
1893,5A,I,OTHER,1
1894,4E,I,HANDS,1
1895,4B,O,KNIFE,1
1896,4E,O,HANDS,1
1897,1F,O,FIREARM,1
1898,5A,I,OTHER,1
1899,3JO,I,OTHER,1
1900,4E,O,HANDS,1
1901,6D,O,OTHER,1
1902,5C,I,OTHER,1
1903,4E,I,HANDS,1
1904,6E,O,OTHER,1
1905,3B,I,OTHER,1
1906,4D,I,HANDS,1
1907,6D,I,OTHER,1
